Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
EA75;<3468, 5, 958>;False;211;1167;320;-110;1;50;2448;72;2373;34;63;3388;33;381;35;46;2102;7;3108;62;29;30;13;85;490
EA70;<3468, 5, 958>;True;157;580;160;-10;7;13.78;3020;81;2397;105;83;3891;7;3319;89;63;2480;97;4000;27;50;73;49;48;634
EA71;<3468, 5, 958>;True;153;492;160;-20;13;7.36;2582;50;2384;62;59;3298;19;1256;88;64;2747;55;1795;64;56;3;2;99;948
EA192;<3468, 5, 958>;True;148;757;160;-20;8;11.13;1401;64;844;45;36;3211;27;1086;60;50;1913;120;3082;40;34;66;46;29;547
EA178;<3468, 5, 958>;False;251;878;320;-70;1;50;2590;66;1191;46;70;2654;33;738;72;22;1825;33;2445;29;62;58;82;4;1146
EA165;<3468, 5, 958>;False;131;758;240;-110;1;50;1565;58;2161;48;35;1630;15;394;68;69;3734;9;564;46;134;72;25;0;3567
EA169;<3468, 5, 958>;True;212;604;200;0;12;7.93;2928;28;2866;80;79;3172;22;1553;90;67;1898;10;3080;59;31;37;13;87;585
EA151;<3468, 5, 958>;False;61;619;100;-40;1;50;1763;9;2558;65;5;845;5;670;42;73;2425;81;3372;50;65;44;54;0;2452
EA148;<3468, 5, 958>;True;163;675;180;-30;13;7.22;2681;45;3895;17;54;3261;22;2061;96;75;2134;76;3593;27;68;100;100;94;100
EA131;<3468, 5, 958>;False;111;806;180;-70;1;50;2558;34;2179;60;34;3065;23;1759;28;35;2438;60;2914;71;68;77;0;20;2731
EA127;<3468, 5, 958>;False;61;638;120;-60;1;50;2880;53;2669;82;89;2900;21;2128;86;79;1912;61;3694;15;78;79;72;93;364
EA125;<3468, 5, 958>;True;195;272;140;0;55;1.71;1758;74;2188;77;77;3017;5;4000;5;35;3606;55;1304;67;62;21;41;19;299
EA98;<3468, 5, 958>;False;181;776;220;-40;1;50;2555;94;832;19;60;3413;33;276;76;13;3441;42;1189;119;39;99;82;95;153
EA83;<3468, 5, 958>;False;397;930;660;-280;17;5.72;3195;23;3428;53;78;1443;13;364;73;69;3061;10;2156;44;20;89;69;7;1718
EA85;<3468, 5, 958>;True;193;765;200;-20;13;7.52;3086;44;2540;63;79;3210;22;1516;88;64;2191;35;3238;52;44;30;17;87;533
EA80;<3468, 5, 958>;False;151;843;220;-70;1;50;2697;41;2563;55;52;2897;20;1005;78;52;2415;48;2490;50;58;0;0;100;1185
EA82;<3468, 5, 958>;False;1;663;0;0;1;50;2683;43;2483;64;62;3126;21;341;54;35;2484;21;2396;45;32;40;34;58;1617
EA81;<3468, 5, 958>;True;326;615;340;-30;16;5.98;3289;31;2525;65;58;1956;10;1432;60;48;1917;59;2437;34;33;16;10;96;637
EA69;<3468, 5, 958>;False;121;746;180;-60;1;50;1853;76;2421;81;73;3013;17;683;79;32;2073;62;2786;44;52;100;100;100;100
EA190;<3468, 5, 958>;False;111;855;200;-90;1;50;2737;96;1026;43;76;3466;24;783;45;34;2745;46;2178;77;55;60;37;74;742
EA191;<3468, 5, 958>;True;161;610;160;-10;11;8.57;953;45;2093;45;30;3750;29;335;34;58;3645;9;552;47;139;65;0;0;4000
EA174;<3468, 5, 958>;False;161;908;240;-80;1;50;2681;45;3895;17;54;3261;22;2061;96;75;2134;76;3593;27;68;100;100;94;100
EA175;<3468, 5, 958>;True;243;608;240;-10;13;7.2;2551;57;4000;5;58;3955;22;2359;97;76;100;5;3564;56;83;95;93;100;177
EA172;<3468, 5, 958>;True;154;347;120;0;34;2.8;3477;70;3597;21;78;3145;9;3249;15;40;2203;12;3208;62;47;67;3;100;1252
EA155;<3468, 5, 958>;True;151;646;160;-20;11;8.99;2847;50;4000;5;65;4000;27;3228;110;87;100;5;3878;72;89;100;100;100;100
EA134;<3468, 5, 958>;False;171;992;280;-110;1;50;640;128;100;72;104;3217;24;107;87;5;1768;56;2179;72;50;31;24;0;1400
EA141;<3468, 5, 958>;True;217;344;200;-20;37;2.57;2869;39;2762;66;67;2787;5;3749;5;26;1820;5;2998;61;26;38;28;74;512
EA131;<3468, 5, 958>;True;160;614;160;-10;10;9.71;750;35;890;50;35;3278;30;875;76;84;1268;5;3576;29;37;74;68;100;100
EA132;<3468, 5, 958>;True;176;530;160;0;16;5.93;2357;67;2460;53;69;3102;16;2846;52;61;2060;5;3124;65;25;96;95;99;120
EA126;<3468, 5, 958>;False;1;660;0;0;1;50;2632;45;2436;56;47;1344;11;474;72;63;2362;28;2400;42;31;35;27;71;1007
EA114;<3468, 5, 958>;False;131;749;180;-50;1;50;652;33;212;60;36;3649;37;905;74;92;1534;9;3453;33;38;91;77;48;821
EA121;<3468, 5, 958>;True;160;408;140;0;20;4.82;2519;68;2887;82;73;3863;13;2464;83;57;2500;45;2210;63;38;100;54;100;100
EA108;<3468, 5, 958>;False;151;766;220;-70;1;50;1968;68;2254;42;45;2545;24;396;51;56;2122;7;3082;61;29;87;84;6;2302
EA111;<3468, 5, 958>;False;61;681;80;-20;1;50;1945;58;2296;54;46;2557;49;4000;114;98;2023;34;1506;33;37;54;55;14;1410
EA99;<3468, 5, 958>;True;137;415;120;0;17;5.58;2629;63;2946;51;39;3738;20;1875;92;66;2372;79;1189;38;35;75;55;20;584
EA82;<3468, 5, 958>;False;141;666;200;-60;1;50;1392;27;2880;45;27;2794;19;924;58;57;2557;45;2124;68;35;82;25;0;2985
EA78;<3468, 5, 958>;True;202;695;220;-30;12;7.66;2537;61;2337;72;44;3268;24;1716;68;52;2562;49;3306;56;47;19;74;98;196
EA91;<3468, 5, 958>;True;263;361;220;0;43;2.18;2670;22;3325;53;48;1937;5;930;5;89;2342;44;2099;61;71;60;32;2;2226
EA61;<3468, 5, 958>;False;161;950;240;-80;1;50;4000;70;4000;5;80;3676;25;345;50;21;2384;19;2915;62;49;62;6;49;2107
EA59;<3468, 5, 958>;False;121;669;180;-60;1;50;3322;30;2601;68;54;1872;9;1431;59;47;2191;66;2238;29;24;16;11;97;278
EA56;<3468, 5, 958>;True;300;600;340;-70;30;3.23;1881;78;2020;52;45;2815;8;1711;64;67;2399;74;2365;48;53;96;44;100;100
EA3;<3468, 5, 958>;True;306;485;280;-10;36;2.64;2881;35;2013;75;59;1771;7;1594;57;52;2256;29;2789;54;44;16;3;100;343
EA13;<3468, 5, 958>;True;123;427;120;-10;13;7.45;2533;96;387;14;69;3735;13;2302;70;50;2609;64;2847;58;52;60;37;74;741
EA14;<3468, 5, 958>;True;97;313;80;0;17;5.46;2582;50;2384;62;59;3298;19;1256;88;64;2747;55;1795;64;56;3;2;99;948
EA189;<3468, 5, 958>;False;1;762;0;0;1;50;3092;40;2400;62;78;3833;26;225;46;29;2257;51;2497;69;58;75;59;55;866
EA185;<3468, 5, 958>;False;1;847;0;0;1;50;3077;38;2034;44;78;3121;20;1206;55;44;2388;39;2357;77;58;60;27;46;1287
EA156;<3468, 5, 958>;False;655;1295;1240;-590;5;16.57;2399;61;1431;48;59;1395;12;695;49;58;2151;55;2828;41;63;66;75;0;2376
EA168;<3468, 5, 958>;False;67;686;80;-20;7;13.67;2433;48;1709;65;56;1113;10;351;75;68;2508;63;2570;68;54;85;90;68;606
EA173;<3468, 5, 958>;True;100;339;80;0;20;4.77;2421;38;2235;65;44;3658;21;968;34;25;3928;74;996;53;76;17;48;1;100
EA169;<3468, 5, 958>;True;188;446;180;-10;18;5.44;2130;82;1766;50;54;3045;12;1308;52;53;2581;65;2132;60;52;96;44;98;113
EA165;<3468, 5, 958>;True;150;567;160;-20;10;9.63;2330;34;1786;60;61;3671;21;1177;59;47;1108;5;4000;17;22;53;59;23;664
EA161;<3468, 5, 958>;False;131;628;160;-30;1;50;2980;71;2324;39;65;2457;12;1214;67;55;1852;97;2960;40;72;45;13;45;1547
EA148;<3468, 5, 958>;False;121;796;160;-40;1;50;2590;66;1191;46;70;2654;33;738;72;22;1825;33;2445;29;62;58;82;4;1146
EA151;<3468, 5, 958>;True;153;597;160;-20;13;7.34;2681;45;3895;17;54;3261;22;2061;96;75;2134;76;3593;27;68;100;100;94;100
EA145;<3468, 5, 958>;False;171;764;220;-50;1;50;2709;93;1181;46;76;3729;24;118;19;14;3202;36;1344;103;50;98;57;33;834
EA124;<3468, 5, 958>;False;111;617;160;-50;1;50;2531;46;2463;60;56;1889;16;100;53;42;2368;77;1263;38;36;0;0;100;1045
EA79;<3468, 5, 958>;True;644;1983;900;-260;4;23.91;2670;22;3325;53;48;1937;5;930;5;89;2342;44;2099;61;71;60;32;2;2226
EA113;<3468, 5, 958>;False;71;684;140;-70;1;50;2120;67;1258;39;59;2081;32;836;38;27;2772;47;2046;72;50;16;10;92;683
EA110;<3468, 5, 958>;True;243;766;260;-30;13;7.58;3243;48;3245;74;76;2909;20;1139;77;53;2691;91;2580;42;43;33;31;94;842
EA100;<3468, 5, 958>;False;91;720;140;-50;1;50;2653;50;2924;70;65;3191;20;3399;59;65;2387;60;3154;50;45;81;66;91;412
EA97;<3468, 5, 958>;True;172;583;180;-20;12;7.9;987;65;629;46;27;3707;23;786;73;93;1369;27;3778;21;42;96;60;7;349
EA9;<3468, 5, 958>;True;248;470;260;-30;18;5.17;2508;53;2357;71;71;2836;5;4000;5;29;4000;54;1372;69;74;27;36;25;404
EA1;<3468, 5, 958>;True;143;446;140;-10;13;7.19;2928;28;2866;80;79;3172;22;1553;90;67;1898;10;3080;59;31;37;13;87;585
EA171;<3468, 5, 958>;False;101;573;160;-60;1;50;3176;23;2507;63;47;2349;15;1644;67;52;2456;35;4000;39;40;9;37;97;370
EA166;<3468, 5, 958>;False;91;682;100;-10;1;50;905;9;3633;16;31;3718;25;820;70;47;2503;44;2140;65;38;76;25;0;2683
EA164;<3468, 5, 958>;True;161;581;160;-10;11;8.93;3020;81;2397;105;83;3891;7;3319;89;63;2480;97;4000;27;50;73;49;48;634
EA154;<3468, 5, 958>;False;71;648;120;-50;1;50;3092;26;2314;72;53;2449;13;1559;48;41;2272;29;2802;53;45;38;34;70;530
EA146;<3468, 5, 958>;False;129;786;140;-20;9;10.5;2433;48;1709;65;56;1113;10;351;75;68;2508;63;2570;68;54;85;90;68;606
EA88;<3468, 5, 958>;False;2813;3159;4620;-1810;3;26.33;1869;71;2116;48;42;1831;15;396;64;56;2548;26;2612;76;51;90;99;0;2400
EA133;<3468, 5, 958>;True;136;418;120;0;16;5.97;2708;73;1347;53;72;4000;15;2472;125;102;2083;38;2121;38;60;94;53;83;293
EA120;<3468, 5, 958>;True;133;446;140;-20;13;7.12;2448;61;895;72;77;3161;18;3502;50;61;2611;89;3383;44;59;76;67;77;406
EA109;<3468, 5, 958>;True;217;396;200;-20;37;2.56;1758;74;2188;77;77;3017;5;4000;5;35;3606;55;1304;67;62;21;41;19;299
EA92;<3468, 5, 958>;False;101;695;160;-60;1;50;2426;25;2174;70;61;2486;16;1612;70;57;1715;40;2554;37;29;29;10;92;487
EA93;<3468, 5, 958>;True;211;662;220;-20;11;8.56;1320;60;1005;47;31;3942;23;722;71;104;1308;25;3852;19;41;100;67;0;239
EA90;<3468, 5, 958>;True;191;709;220;-40;11;8.59;3264;41;2554;63;82;3868;24;100;41;18;2093;42;2714;61;54;30;5;79;1005
EA63;<3468, 5, 958>;True;145;579;160;-30;15;6.26;2568;113;853;46;74;3507;22;499;31;24;812;18;3208;69;75;26;14;82;1435
EA48;<3468, 5, 958>;False;181;885;240;-60;1;50;3238;40;2366;41;80;3340;25;804;52;29;280;15;3593;62;81;39;12;63;1577
EA43;<3468, 5, 958>;False;101;655;140;-40;1;50;1818;72;2272;96;90;2659;21;1889;88;75;2356;60;3227;37;60;75;73;74;206
EA19;<3468, 5, 958>;False;101;809;180;-80;1;50;3298;78;2869;41;79;4000;24;1553;132;85;4000;99;100;114;54;93;48;87;351
EA6;<3468, 5, 958>;True;244;682;260;-30;14;6.69;2112;63;1683;61;33;3179;18;2492;42;44;2794;62;1659;29;32;100;69;0;545
EA8;<3468, 5, 958>;False;81;547;120;-40;1;50;2405;44;2325;65;55;1898;15;391;62;54;2322;21;2945;54;49;16;0;87;1300
EA12;<3468, 5, 958>;True;133;543;120;0;13;7.08;3083;83;2229;32;76;3246;13;2471;24;38;2538;33;2571;71;51;57;48;65;576
EA193;<3468, 5, 958>;True;209;753;220;-20;9;10.07;3872;57;3638;26;85;3420;27;671;50;25;1896;5;3711;59;37;43;13;59;1582
EA192;<3468, 5, 958>;True;268;395;240;-20;48;1.96;2633;48;2403;70;65;2760;7;2953;23;37;2198;59;2206;36;35;14;19;62;330
EA183;<3468, 5, 958>;True;157;356;140;-10;27;3.57;3406;38;2796;53;64;3395;9;2854;82;60;2047;5;3226;73;50;27;12;96;673
EA153;<3468, 5, 958>;False;1;830;0;0;1;50;3118;25;2231;74;53;1292;9;505;68;60;2593;14;2191;46;25;77;63;19;1903
EA144;<3468, 5, 958>;False;1;669;0;0;1;50;2668;56;2329;59;69;545;6;100;61;65;2500;18;2648;46;26;100;99;0;2716
EA138;<3468, 5, 958>;True;164;602;160;-10;14;6.65;2582;50;2384;62;59;3298;19;1256;88;64;2747;55;1795;64;56;3;2;99;948
EA122;<3468, 5, 958>;False;91;565;120;-30;1;50;3288;71;3576;64;66;2519;18;484;60;44;2618;54;2584;61;50;93;98;81;367
EA95;<3468, 5, 958>;True;274;495;300;-40;14;6.95;1909;79;2457;79;82;3015;5;4000;5;34;2436;29;2516;47;48;53;57;32;541
EA75;<3468, 5, 958>;False;41;694;80;-40;1;50;1580;58;1970;48;34;4000;46;1111;74;101;1496;8;3494;32;38;91;77;43;938
EA47;<3468, 5, 958>;False;1;650;0;0;1;50;2247;71;1309;58;54;2717;29;404;71;47;2847;50;1893;60;41;37;26;34;761
EA53;<3468, 5, 958>;True;183;310;160;-10;33;2.87;2068;79;1874;67;76;2987;7;3739;14;41;3796;48;1036;73;64;2;34;6;196
EA52;<3468, 5, 958>;True;163;307;120;0;43;2.19;3075;87;2617;105;90;4000;5;4000;93;63;2670;94;3558;38;44;98;77;99;128
EA40;<3468, 5, 958>;False;121;822;160;-40;1;50;3060;33;2670;63;65;2889;34;1686;66;50;1699;64;2301;13;8;57;67;80;275
EA36;<3468, 5, 958>;False;41;556;80;-40;1;50;2679;42;2906;55;66;2290;14;1508;62;62;2521;29;2762;57;45;96;96;71;719
EA22;<3468, 5, 958>;True;406;1147;440;-40;6;16;3289;31;2525;65;58;1956;10;1432;60;48;1917;59;2437;34;33;16;10;96;637
EA34;<3468, 5, 958>;False;111;665;180;-70;1;50;3468;9;3994;68;73;1732;16;483;63;57;2815;46;1900;70;46;28;2;72;913
EA16;<3468, 5, 958>;True;194;672;200;-20;14;6.85;2523;65;2446;40;63;3207;23;1403;28;41;1979;8;3076;60;30;50;45;57;486
EA10;<3468, 5, 958>;False;121;718;160;-40;1;50;2506;55;2420;91;99;2698;22;1918;85;71;3556;56;674;68;71;72;68;68;286
EA2;<3468, 5, 958>;False;101;624;140;-40;1;50;3276;17;1605;96;52;2886;17;1829;73;59;2215;48;3127;42;54;23;18;64;630
EA198;<3468, 5, 958>;True;364;623;360;-10;14;6.84;1813;64;2302;58;47;1592;14;571;70;68;2529;52;2687;43;43;100;100;100;100
EA187;<3468, 5, 958>;False;51;739;80;-30;1;50;100;11;100;47;25;4000;45;551;73;107;1742;19;3239;35;41;76;68;68;665
EA186;<3468, 5, 958>;False;1;716;0;0;1;50;239;5;3534;15;22;3694;24;885;71;48;2680;28;1440;83;23;83;47;27;1923
EA180;<3468, 5, 958>;False;151;966;240;-90;1;50;3220;48;3216;74;75;3070;20;2933;65;68;2644;84;2565;44;46;77;73;87;390
EA181;<3468, 5, 958>;True;169;733;180;-20;9;10.86;1257;40;1104;64;45;3596;35;1156;73;89;1957;48;3653;33;49;83;72;66;565
EA176;<3468, 5, 958>;True;226;857;260;-50;16;6.04;2582;50;2384;62;59;3298;19;1256;88;64;2747;55;1795;64;56;3;2;99;948
EA182;<3468, 5, 958>;True;171;536;180;-20;11;8.78;640;128;100;72;104;3217;24;107;87;5;1768;56;2179;72;50;31;24;0;1400
EA162;<3468, 5, 958>;False;241;1096;320;-80;1;50;4000;70;4000;5;80;3676;25;345;50;21;2384;19;2915;62;49;62;6;49;2107
EA159;<3468, 5, 958>;True;172;662;180;-20;12;7.93;2539;56;3965;10;57;3951;22;2344;97;76;593;13;3330;62;71;95;95;100;163
EA152;<3468, 5, 958>;False;1;798;0;0;1;50;1896;50;1979;80;22;1149;9;1095;37;76;2100;29;2247;32;68;48;21;18;1557
EA160;<3468, 5, 958>;True;204;324;160;-10;54;1.73;2851;75;2423;95;71;4000;5;3958;100;66;2837;76;2218;49;49;100;79;100;165
EA150;<3468, 5, 958>;True;207;385;180;0;27;3.54;2842;43;2745;64;64;2873;7;3291;18;35;2167;25;2743;60;32;63;72;33;401
EA143;<3468, 5, 958>;True;177;516;160;0;17;5.7;3191;72;3717;91;64;3629;16;3195;103;78;2377;53;2848;51;47;74;78;100;100
EA135;<3468, 5, 958>;False;1;621;0;0;1;50;1090;64;1750;56;18;1595;13;534;72;68;2009;6;3123;65;47;89;70;36;2304
EA136;<3468, 5, 958>;True;271;413;240;-20;51;1.83;1758;74;2188;77;77;3017;5;4000;5;35;3606;55;1304;67;62;21;41;19;299
EA130;<3468, 5, 958>;True;248;574;240;-10;18;5.27;100;91;100;74;50;2280;14;1661;68;52;2371;35;3735;38;39;49;16;0;4000
EA102;<3468, 5, 958>;False;350;891;540;-230;40;2.36;1687;64;2256;47;32;1593;14;447;71;70;2744;30;2390;47;36;93;82;0;2185
EA105;<3468, 5, 958>;True;181;637;200;-30;11;8.82;640;128;100;72;104;3217;24;107;87;5;1768;56;2179;72;50;31;24;0;1400
EA96;<3468, 5, 958>;True;113;348;100;0;13;7.32;2047;51;1633;35;49;3223;18;814;54;39;2969;52;1481;49;19;69;72;86;299
EA83;<3468, 5, 958>;True;307;483;300;-50;57;1.64;3226;94;2562;111;92;3963;5;3590;93;65;2446;86;3652;36;50;96;47;100;100
EA86;<3468, 5, 958>;True;156;251;120;0;36;2.66;3245;103;2597;116;97;4000;5;4000;112;75;2290;35;2894;51;45;89;45;96;145
EA70;<3468, 5, 958>;False;1;629;0;0;1;50;3178;25;3419;46;76;2753;32;1712;48;56;2091;59;2276;32;42;37;25;59;1704
EA77;<3468, 5, 958>;True;147;441;140;-10;17;5.72;2308;58;3315;37;65;3183;13;2921;43;53;1999;79;3906;20;72;100;100;95;100
EA65;<3468, 5, 958>;False;131;902;220;-90;1;50;2555;54;3019;74;66;3216;22;3408;63;68;2592;93;3536;42;58;77;68;78;410
EA76;<3468, 5, 958>;True;95;296;80;0;15;6.47;2768;29;2623;73;62;3276;21;1449;77;57;4000;76;808;53;78;35;39;42;403
EA64;<3468, 5, 958>;False;41;590;80;-40;1;50;1449;36;1397;41;43;2345;20;1524;59;61;2568;41;1965;48;28;10;4;97;595
EA62;<3468, 5, 958>;True;164;304;140;-10;34;2.82;1566;85;2161;79;87;3134;8;3465;11;40;2766;60;2123;56;49;11;39;20;242
EA54;<3468, 5, 958>;True;181;584;180;-10;11;8.24;3264;41;2554;63;82;3868;24;100;41;18;2093;42;2714;61;54;30;5;79;1005
EA49;<3468, 5, 958>;True;140;673;140;-10;10;9.19;2757;26;2772;54;51;4000;28;681;72;46;2584;41;2098;69;38;89;28;0;3141
EA33;<3468, 5, 958>;False;428;915;680;-270;18;5.41;100;76;100;72;41;1399;5;1794;84;52;2470;45;1111;46;44;37;25;1;3702
EA20;<3468, 5, 958>;False;1;743;0;0;1;50;4000;54;4000;5;88;3297;22;1517;51;38;1783;5;3882;63;33;57;35;69;1195
EA28;<3468, 5, 958>;True;154;483;140;-10;24;4.03;1962;68;2236;73;72;3215;14;2062;63;55;2893;55;1711;64;57;13;24;53;580
EA15;<3468, 5, 958>;False;151;700;200;-50;1;50;4000;19;2499;91;131;2966;28;1997;75;58;2993;69;2067;66;48;60;44;83;625
EA4;<3468, 5, 958>;False;91;626;120;-30;1;50;3468;9;3994;68;73;1732;16;483;63;57;2815;46;1900;70;46;28;2;72;913
EA140;<3468, 5, 958>;True;250;576;240;-10;20;4.82;2449;73;1470;55;50;2316;13;1542;65;75;3397;80;985;81;51;100;92;26;914
EA127;<3468, 5, 958>;True;156;496;140;0;16;5.97;2771;66;2530;76;57;3635;15;3210;103;78;1809;45;3072;40;52;74;78;100;100
EA123;<3468, 5, 958>;True;176;603;160;0;16;5.85;2723;100;699;31;66;3223;19;822;62;45;3358;83;919;78;51;100;86;15;1092
EA107;<3468, 5, 958>;True;160;621;160;-10;10;9.35;100;112;1016;137;103;3799;27;2037;103;60;3359;48;1809;55;56;0;7;0;289
EA103;<3468, 5, 958>;False;1;779;0;0;1;50;1802;48;589;21;60;2937;23;616;44;51;1983;39;2856;48;56;35;9;8;2968
EA101;<3468, 5, 958>;True;101;340;80;0;21;4.45;3045;24;2917;67;63;3062;20;1124;85;49;100;59;3121;58;28;55;75;99;100
EA94;<3468, 5, 958>;False;1;627;0;0;1;50;1339;38;1233;63;45;2683;18;1031;35;89;1872;48;3993;26;44;68;46;24;1641
EA85;<3468, 5, 958>;True;199;632;200;-10;9;10.59;2136;72;2158;46;48;3076;13;1921;81;70;2049;80;3330;41;61;96;73;67;478
EA74;<3468, 5, 958>;False;61;608;120;-60;1;50;2790;34;1938;74;80;2770;20;1548;69;58;1970;42;2667;47;35;49;39;79;419
EA68;<3468, 5, 958>;False;41;659;60;-20;1;50;3867;5;3874;67;66;869;9;970;56;62;1877;58;2465;33;39;0;0;100;516
EA57;<3468, 5, 958>;False;121;650;140;-20;1;50;3113;31;2371;64;56;2833;23;1158;67;70;1693;29;3030;33;35;50;40;74;720
EA46;<3468, 5, 958>;True;93;331;80;0;13;7.12;2781;106;906;39;81;3650;23;534;46;29;2448;48;2441;69;54;10;10;97;1212
EA27;<3468, 5, 958>;True;349;834;400;-60;9;10.53;3155;24;2247;76;54;1897;9;1465;60;48;2263;29;2798;54;44;21;10;94;690
EA31;<3468, 5, 958>;False;191;634;240;-50;1;50;3272;62;2567;88;75;2385;11;1265;56;42;2340;80;3410;34;46;11;3;100;349
EA25;<3468, 5, 958>;False;101;690;180;-80;1;50;2942;33;3927;33;60;1595;15;341;60;55;2806;46;1919;69;46;31;6;72;878
EA21;<3468, 5, 958>;False;41;696;60;-20;1;50;3116;39;2182;59;60;2648;32;744;71;22;1843;40;2433;29;53;17;16;83;496
EA0;<3468, 5, 958>;False;238;840;360;-130;8;11.31;3094;28;3319;59;69;1465;15;526;72;64;2336;18;2473;54;31;30;1;78;1053
EA17;<3468, 5, 958>;True;152;354;120;0;32;3.02;3843;58;3591;29;85;3866;8;3071;85;57;1811;5;3720;62;34;94;46;99;133
EA7;<3468, 5, 958>;False;1;655;0;0;1;50;2971;88;2383;94;81;100;12;100;62;65;2472;70;3350;38;45;92;73;15;1897
EA194;<3468, 5, 958>;False;141;919;240;-100;1;50;1965;39;1020;61;57;2701;21;497;61;52;1147;5;4000;19;34;87;80;45;819
EA184;<3468, 5, 958>;False;121;1285;220;-100;1;50;4000;18;4000;53;70;2979;7;3756;14;41;3606;53;1299;67;61;55;36;33;974
EA199;<3468, 5, 958>;True;142;476;140;-10;12;7.65;2944;32;2623;79;69;3101;22;1772;91;68;1370;46;3449;45;46;34;12;70;816
EA188;<3468, 5, 958>;False;201;915;320;-120;1;50;2399;43;1614;57;63;2439;34;795;76;17;1552;17;3200;26;46;39;75;0;1311
EA197;<3468, 5, 958>;True;151;409;140;0;11;8.36;640;128;100;72;104;3217;24;107;87;5;1768;56;2179;72;50;31;24;0;1400
EA178;<3468, 5, 958>;False;171;799;240;-70;1;50;3711;5;3117;57;47;3698;23;402;50;26;2170;51;2010;54;53;16;29;49;644
EA170;<3468, 5, 958>;False;290;773;340;-140;90;1;3195;23;3428;53;78;1443;13;364;73;69;3061;10;2156;44;20;89;69;7;1718
EA139;<3468, 5, 958>;False;161;1232;280;-120;1;50;2049;58;2072;82;80;3468;32;1028;73;81;2249;52;3151;40;57;22;2;82;1001
EA89;<3468, 5, 958>;False;31;451;40;-10;1;50;3233;19;2322;76;51;2301;8;2315;43;45;2669;67;2663;54;65;30;29;69;485
EA73;<3468, 5, 958>;True;336;579;360;-40;16;5.97;3289;31;2525;65;58;1956;10;1432;60;48;1917;59;2437;34;33;16;10;96;637
EA71;<3468, 5, 958>;False;71;542;140;-70;1;50;2860;67;2019;51;73;1940;16;440;60;53;2344;18;2462;54;31;55;22;60;969
EA45;<3468, 5, 958>;True;1514;1751;2560;-1050;4;22.87;2254;65;2979;75;64;1833;11;2119;47;58;2754;99;3722;44;62;14;11;96;484
EA60;<3468, 5, 958>;False;221;974;300;-80;1;50;3126;18;3123;80;79;3113;22;1647;87;67;178;46;2966;57;44;64;44;69;751
EA51;<3468, 5, 958>;False;221;936;280;-60;1;50;3350;21;2617;61;59;3743;24;308;48;24;2855;54;1678;53;57;3;25;44;614
EA39;<3468, 5, 958>;False;71;755;140;-70;1;50;2084;79;1980;58;55;3962;30;1225;103;41;2764;70;1794;59;54;100;94;100;100
EA38;<3468, 5, 958>;True;150;718;140;0;10;9.78;1901;45;2024;64;65;3247;31;1356;68;69;4000;55;100;99;87;78;69;63;551
EA37;<3468, 5, 958>;True;172;676;160;0;12;7.78;3053;39;1905;78;89;3492;33;1037;71;69;1851;29;3127;40;41;80;73;66;610
EA5;<3468, 5, 958>;False;91;685;140;-50;1;50;3264;41;2554;63;82;3868;24;100;41;18;2093;42;2714;61;54;30;5;79;1005
EA179;<3468, 5, 958>;False;41;694;80;-40;1;50;3804;125;2642;160;180;3051;42;100;92;5;2874;42;1577;77;35;98;85;100;100
EA129;<3468, 5, 958>;False;1;709;0;0;1;50;1179;8;3543;17;32;4000;20;191;67;42;2360;50;1981;52;33;83;46;21;1913
EA119;<3468, 5, 958>;False;101;707;140;-40;1;50;2583;54;1774;71;75;3636;27;417;50;43;2240;35;2495;47;45;99;85;93;170
EA117;<3468, 5, 958>;False;61;760;120;-60;1;50;100;78;100;76;42;1358;7;1375;81;56;2476;36;1522;45;39;24;13;1;4000
EA104;<3468, 5, 958>;False;141;813;200;-60;1;50;2737;96;1026;43;76;3466;24;783;45;34;2745;46;2178;77;55;60;37;74;742
EA106;<3468, 5, 958>;True;133;426;120;0;13;7.2;3022;83;2231;96;82;3983;18;2116;105;74;2085;105;4000;5;49;67;48;39;715
EA84;<3468, 5, 958>;True;143;561;140;-10;13;7.36;2957;17;3152;85;79;3312;22;1184;68;51;2089;18;2875;63;36;28;3;92;524
EA80;<3468, 5, 958>;False;41;658;80;-40;1;50;1543;65;2149;47;27;782;18;100;103;84;3248;44;1727;59;51;25;44;17;439
EA72;<3468, 5, 958>;False;1;673;0;0;1;50;2881;36;2466;78;64;3101;24;2195;96;77;1989;60;3604;32;56;94;51;83;785
EA50;<3468, 5, 958>;False;181;1047;280;-100;1;50;2400;35;1580;57;29;3652;24;310;68;41;2481;57;2632;63;53;92;99;94;102
EA55;<3468, 5, 958>;False;151;747;200;-50;1;50;3043;34;3857;32;64;3253;24;1691;89;67;2892;73;2346;68;42;61;45;86;616
EA41;<3468, 5, 958>;False;1;688;0;0;1;50;1567;20;3237;30;38;3607;24;844;71;47;2469;45;2272;59;45;47;15;37;2118
