Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
EA26;<3468, 5, 958>;False;21;513;40;-20;1;50;3479;22;2623;55;35;2090;5;1128;9;72;209;48;2851;67;46;16;21;19;679
EA188;<3468, 5, 958>;True;142;547;120;0;22;4.4;2670;46;3827;22;57;4000;18;2266;112;81;2991;86;2267;67;46;100;100;91;100
EA182;<3468, 5, 958>;False;1;660;0;0;1;50;3186;101;661;34;71;3637;36;883;70;95;573;78;3319;38;92;82;56;16;2038
EA164;<3468, 5, 958>;False;1;785;0;0;1;50;3196;22;3389;57;62;2856;53;897;35;47;3967;102;2241;69;50;47;77;100;4000
EA155;<3468, 5, 958>;False;1;778;0;0;1;50;3269;40;2318;42;80;1530;65;3367;24;60;3630;88;3519;94;92;34;33;16;1606
EA132;<3468, 5, 958>;False;111;731;160;-50;1;50;2808;27;2263;57;44;1988;37;1514;10;12;2702;33;3624;69;52;41;14;46;1538
EA133;<3468, 5, 958>;False;1;646;0;0;1;50;1306;22;266;64;79;3544;36;995;68;90;1553;68;3432;53;82;45;36;82;3020
EA124;<3468, 5, 958>;False;161;784;240;-80;1;50;2466;34;2660;39;62;3428;30;327;41;20;2644;5;2803;80;16;38;16;69;1323
EA108;<3468, 5, 958>;False;1;628;0;0;1;50;2377;83;2444;100;97;3179;23;1799;93;77;2802;100;2367;96;57;70;63;63;910
EA107;<3468, 5, 958>;False;1;629;0;0;1;50;1719;64;437;71;23;2564;41;1252;42;51;2331;52;2485;42;72;58;28;38;2722
EA90;<3468, 5, 958>;False;71;676;80;-10;1;50;3180;29;3979;43;53;2125;45;1990;61;38;2022;64;2311;14;23;70;0;7;2366
EA81;<3468, 5, 958>;False;1;703;0;0;1;50;3829;8;3848;53;81;2651;74;1026;53;69;2807;57;2658;40;23;34;64;4;2974
EA73;<3468, 5, 958>;True;340;724;380;-50;10;9;3129;35;2742;59;53;1923;12;1465;60;47;1741;59;2665;33;34;18;10;94;688
EA74;<3468, 5, 958>;False;1;686;0;0;1;50;1126;71;860;55;24;1540;56;2754;114;11;2834;48;266;6;23;55;28;47;1473
EA45;<3468, 5, 958>;False;1;648;0;0;1;50;3060;40;3384;81;31;3943;22;1419;81;58;2445;45;2347;68;41;41;21;88;1930
EA35;<3468, 5, 958>;False;1;679;0;0;1;50;1706;14;1006;92;41;1937;35;2569;72;68;2434;39;2620;64;74;84;69;68;805
EA33;<3468, 5, 958>;False;71;714;120;-50;1;50;2076;75;1350;55;23;2906;44;1713;70;51;2288;68;1975;5;17;88;60;7;540
EA28;<3468, 5, 958>;False;151;827;200;-50;1;50;2507;61;1175;49;38;2807;41;1540;34;63;1805;72;3018;56;75;96;65;2;1336
EA29;<3468, 5, 958>;False;111;690;140;-30;1;50;3507;24;3202;57;83;3835;24;225;44;23;3343;80;994;78;53;100;100;3;1035
EA3;<3468, 5, 958>;False;101;766;200;-100;1;50;2425;59;2859;83;85;3003;23;1930;93;71;1921;66;3871;29;62;100;95;99;145
EA13;<3468, 5, 958>;False;121;716;160;-40;1;50;2246;35;1766;56;14;2331;42;693;21;15;1687;108;3128;44;44;99;77;0;225
EA5;<3468, 5, 958>;True;156;327;120;0;36;2.66;100;24;349;72;57;2167;6;1360;65;56;1590;50;1078;37;34;52;47;37;475
EA134;<3468, 5, 958>;False;91;816;160;-70;1;50;2534;18;2161;55;15;2515;42;772;28;19;1916;88;2842;34;39;100;79;0;118
EA136;<3468, 5, 958>;False;41;554;80;-40;1;50;2724;26;1981;50;45;2112;12;1531;32;72;1192;39;1328;30;40;59;60;22;284
EA77;<3468, 5, 958>;False;81;648;120;-40;1;50;1619;32;1041;45;61;2165;31;2503;89;75;1381;38;1037;23;40;63;63;23;257
EA71;<3468, 5, 958>;False;61;626;120;-60;1;50;2921;35;2877;65;62;2877;21;2232;74;66;1775;25;2109;41;38;100;23;100;1082
EA70;<3468, 5, 958>;False;161;718;180;-20;1;50;1786;46;1873;44;58;2864;31;1840;82;68;1865;49;2110;60;43;80;22;0;2232
EA61;<3468, 5, 958>;False;101;690;120;-20;1;50;2076;75;1350;55;23;2906;44;1713;70;51;2288;68;1975;5;17;88;60;7;540
EA51;<3468, 5, 958>;False;1;758;0;0;1;50;308;5;3968;24;5;100;61;2000;10;96;2248;47;2493;85;58;72;43;81;2075
EA49;<3468, 5, 958>;True;141;688;140;-10;11;8.43;2628;75;1951;65;83;3574;36;953;73;93;1252;5;4000;17;43;95;82;47;813
EA43;<3468, 5, 958>;False;71;712;120;-50;1;50;3043;71;3875;12;56;2353;37;3777;23;95;2684;22;3199;50;67;75;77;40;505
EA12;<3468, 5, 958>;False;91;652;120;-30;1;50;3297;52;2183;77;86;3080;26;1559;83;64;4000;75;1525;68;80;56;39;85;673
EA4;<3468, 5, 958>;False;1;666;0;0;1;50;1257;84;2979;48;34;877;5;100;73;72;2269;5;2222;35;5;50;41;69;1703
EA7;<3468, 5, 958>;False;41;521;80;-40;1;50;1554;25;1272;61;51;2153;12;1637;40;72;1178;41;1136;32;38;60;60;22;302
EA165;<3468, 5, 958>;False;141;787;220;-80;1;50;2381;61;2806;86;92;2948;24;1675;99;73;956;10;3807;23;61;94;88;93;221
EA163;<3468, 5, 958>;False;1;788;0;0;1;50;1235;30;2322;48;53;100;5;4000;5;95;636;27;3578;70;83;70;1;81;2269
EA161;<3468, 5, 958>;False;1;789;0;0;1;50;3160;69;3754;9;68;3767;75;2233;49;41;2836;5;3555;48;77;86;51;48;269
EA139;<3468, 5, 958>;False;81;721;120;-40;1;50;4000;5;4000;68;94;2665;39;1612;65;56;2136;17;2583;67;32;32;3;77;1080
EA106;<3468, 5, 958>;False;161;1086;280;-120;1;50;1715;13;1458;98;33;3278;21;1855;94;79;2640;85;2316;78;62;94;76;72;531
EA92;<3468, 5, 958>;False;1;691;0;0;1;50;472;37;545;61;58;2896;29;2191;55;43;2335;52;2161;54;55;4;70;73;2597
EA88;<3468, 5, 958>;False;1;688;0;0;1;50;2924;62;1831;79;61;2745;17;1935;75;68;1900;76;982;49;53;90;31;93;1063
EA72;<3468, 5, 958>;False;1;654;0;0;1;50;2400;58;3027;50;71;3127;27;1285;50;70;2388;45;3361;79;27;80;50;30;2502
EA69;<3468, 5, 958>;False;41;707;60;-20;1;50;1861;79;2642;47;60;2136;39;2188;54;95;2215;62;2726;57;29;63;45;2;2819
EA48;<3468, 5, 958>;True;534;987;700;-190;24;4.02;1538;57;1683;23;41;2117;6;1259;62;53;2851;58;1303;38;23;16;0;91;567
EA54;<3468, 5, 958>;True;99;309;80;0;19;5.04;2494;60;2377;86;39;3034;18;2388;82;77;2843;89;2558;58;51;76;82;68;679
EA47;<3468, 5, 958>;False;81;706;100;-20;1;50;1522;89;318;46;20;3306;61;2181;53;65;2088;49;3253;9;34;16;47;21;1240
EA39;<3468, 5, 958>;False;1;666;0;0;1;50;815;21;2715;32;62;3632;44;488;37;46;3857;62;1440;71;58;8;42;76;1029
EA30;<3468, 5, 958>;False;1;649;0;0;1;50;2894;49;3291;86;17;3996;22;2003;100;76;2714;88;1687;64;56;44;25;90;2107
EA6;<3468, 5, 958>;False;21;669;40;-20;1;50;2512;19;2142;55;16;1228;48;2153;33;70;2829;15;2349;34;77;73;8;72;641
EA14;<3468, 5, 958>;False;41;612;60;-20;1;50;1770;28;2281;46;15;1816;37;1753;17;45;1593;115;3133;38;44;87;47;32;655
EA1;<3468, 5, 958>;False;31;626;60;-30;1;50;1711;66;419;68;22;2112;39;1417;52;50;2132;104;3693;41;44;90;73;1;317
EA180;<3468, 5, 958>;True;146;630;140;-10;16;5.97;4000;66;4000;5;78;3381;17;1562;59;53;2495;22;3025;57;60;88;27;90;985
EA171;<3468, 5, 958>;True;159;577;160;-10;9;9.95;3324;23;3355;83;91;3066;24;1479;91;65;1442;10;3286;48;40;57;40;87;667
EA157;<3468, 5, 958>;False;131;850;200;-70;1;50;1473;5;3910;42;53;3954;75;2277;70;83;3354;17;584;41;94;0;94;0;2959
EA156;<3468, 5, 958>;False;1;725;0;0;1;50;4000;119;1944;66;113;2046;19;2331;70;51;1066;46;1744;41;49;78;33;35;1019
EA144;<3468, 5, 958>;False;111;969;200;-90;1;50;2615;86;1312;43;73;2999;29;2145;79;72;3588;96;495;98;46;92;70;31;958
EA145;<3468, 5, 958>;False;81;670;140;-60;1;50;2417;40;1495;43;44;2324;7;266;67;16;2128;55;3125;53;33;84;69;6;515
EA105;<3468, 5, 958>;False;111;804;120;-10;1;50;3623;34;2930;68;97;2321;36;2077;53;46;3576;54;967;68;78;21;23;72;923
EA84;<3468, 5, 958>;False;41;697;80;-40;1;50;1379;83;1244;67;43;3078;47;1379;84;57;1916;65;1958;48;32;68;72;41;459
EA78;<3468, 5, 958>;True;132;466;120;0;12;7.83;2845;92;1036;36;71;4000;19;2171;106;75;3288;77;1088;78;52;97;83;23;1029
EA63;<3468, 5, 958>;False;81;746;140;-60;1;50;2930;77;1235;89;88;2742;38;435;25;12;3324;46;2035;72;54;27;4;79;1010
EA65;<3468, 5, 958>;False;1;679;0;0;1;50;1579;38;2517;102;22;2637;45;1994;81;67;1370;74;3092;49;76;49;53;17;1985
EA62;<3468, 5, 958>;False;1;641;0;0;1;50;1536;35;1141;48;62;100;38;4000;145;5;2385;25;2960;78;60;63;31;52;2580
EA57;<3468, 5, 958>;False;1;656;0;0;1;50;2360;35;2945;50;69;3575;42;1003;65;48;877;34;2293;97;74;4;100;24;4000
EA16;<3468, 5, 958>;False;1;679;0;0;1;50;2522;64;1979;92;25;2576;16;2071;67;67;3113;80;2044;70;45;36;88;20;2679
EA9;<3468, 5, 958>;False;91;707;160;-70;1;50;1010;48;2040;52;15;811;11;3611;7;74;2754;85;2535;56;51;77;31;67;980
EA15;<3468, 5, 958>;False;1;656;0;0;1;50;1552;32;3367;5;55;1521;57;2143;63;44;1183;17;2544;45;32;35;38;80;1594
EA190;<3468, 5, 958>;True;130;565;120;0;10;9.84;2242;70;1126;54;53;3439;35;1178;74;93;834;86;3383;37;100;96;76;1;1423
EA174;<3468, 5, 958>;False;1;813;0;0;1;50;3498;14;3520;48;78;2559;89;775;39;67;2500;21;2714;68;24;37;56;10;2960
EA172;<3468, 5, 958>;False;41;710;80;-40;1;50;1547;29;966;42;65;2222;31;2375;86;71;1402;41;1148;24;40;64;62;21;273
EA167;<3468, 5, 958>;False;221;882;260;-40;1;50;1944;78;2801;46;61;2033;40;2317;56;98;2123;37;3175;83;5;89;67;4;1641
EA178;<3468, 5, 958>;True;198;385;160;0;38;2.53;3299;31;2512;66;59;2141;5;1253;63;54;2602;60;1554;40;30;28;9;79;959
EA168;<3468, 5, 958>;False;61;679;100;-40;1;50;2133;57;1805;62;57;2855;29;1829;61;55;2347;59;4000;26;63;22;0;100;1872
EA154;<3468, 5, 958>;False;1;788;0;0;1;50;247;6;3670;41;55;3706;39;100;35;40;2203;31;3084;36;51;9;43;70;1031
EA94;<3468, 5, 958>;False;1;799;0;0;1;50;100;5;2003;33;90;4000;110;4000;5;57;1877;90;1330;81;39;60;36;19;1934
EA87;<3468, 5, 958>;False;81;576;120;-40;1;50;1639;68;2146;61;68;2812;19;3119;31;51;1967;37;1592;55;43;100;12;0;3437
EA83;<3468, 5, 958>;False;1;643;0;0;1;50;2561;47;1000;29;54;2142;18;1301;32;75;805;67;2154;62;53;78;48;27;1973
EA79;<3468, 5, 958>;False;1;637;0;0;1;50;2639;33;1308;58;58;2075;7;1505;32;72;912;38;951;25;40;35;34;10;2360
EA76;<3468, 5, 958>;False;61;644;120;-60;1;50;2426;50;3331;70;72;1888;14;1595;46;53;2083;112;4000;23;66;21;91;2;3451
EA59;<3468, 5, 958>;False;41;671;40;0;1;50;2747;66;2046;79;63;2037;48;2328;43;51;2866;45;2261;56;67;0;35;56;843
EA52;<3468, 5, 958>;False;1;781;0;0;1;50;2004;15;1710;91;39;3776;24;1071;80;49;1022;53;2646;70;52;82;72;19;1389
EA44;<3468, 5, 958>;True;262;909;300;-50;12;7.8;2845;92;1036;36;71;4000;19;2171;106;75;3288;77;1088;78;52;97;83;23;1029
EA37;<3468, 5, 958>;False;101;715;140;-40;1;50;2522;63;2293;85;40;2494;30;2051;79;65;2447;41;3867;44;42;72;81;69;648
EA25;<3468, 5, 958>;False;151;798;200;-50;1;50;768;5;4000;8;30;3439;37;100;81;5;3432;5;100;39;131;2;96;3;1580
EA26;<3468, 5, 958>;False;41;742;80;-40;1;50;4000;102;633;26;86;1658;41;960;69;98;2323;65;2262;72;49;87;70;77;710
EA34;<3468, 5, 958>;True;96;361;80;0;16;5.89;2494;60;2377;86;39;3034;18;2388;82;77;2843;89;2558;58;51;76;82;68;679
EA24;<3468, 5, 958>;False;1;649;0;0;1;50;2257;36;1635;51;18;1887;68;1675;41;16;1599;89;3211;41;44;3;53;26;1234
EA18;<3468, 5, 958>;False;41;590;80;-40;1;50;2835;81;1558;49;72;1509;19;819;62;60;100;73;3151;34;111;96;77;0;1430
EA10;<3468, 5, 958>;False;121;815;200;-80;1;50;2510;50;2490;70;46;3030;19;2395;81;78;2560;41;2656;51;62;98;23;100;1054
EA2;<3468, 5, 958>;False;31;698;40;-10;1;50;2392;35;2416;30;35;2624;50;1406;46;36;1829;45;2387;65;71;100;100;62;100
EA11;<3468, 5, 958>;False;1;673;0;0;1;50;2339;56;1362;48;42;4000;65;3089;60;118;100;95;100;141;26;100;60;0;1283
EA197;<3468, 5, 958>;False;147;797;240;-100;7;13.6;3733;89;1499;67;87;1189;16;211;33;27;1427;77;236;43;54;80;11;99;1702
EA193;<3468, 5, 958>;False;121;687;160;-40;1;50;2287;78;2378;47;66;3293;33;1734;95;66;2407;40;3821;44;43;0;57;100;100
EA187;<3468, 5, 958>;False;1;635;0;0;1;50;3638;7;3881;34;7;2365;58;1607;29;29;1681;77;1597;92;50;90;0;0;2771
EA181;<3468, 5, 958>;False;41;730;40;0;1;50;3638;7;3881;34;7;2365;58;1607;29;29;1681;77;1597;92;50;90;0;0;2771
EA185;<3468, 5, 958>;True;145;441;140;-10;15;6.32;3645;93;1435;92;88;3509;5;3627;10;48;3853;62;1435;71;60;3;43;80;663
EA173;<3468, 5, 958>;False;179;823;320;-150;9;10;1533;38;2077;72;29;1473;13;993;45;67;2008;84;3555;44;62;52;47;0;2087
EA166;<3468, 5, 958>;False;1;811;0;0;1;50;3864;9;3899;58;84;3514;37;656;43;30;2074;17;2742;48;32;82;58;78;1126
EA160;<3468, 5, 958>;False;81;696;120;-40;1;50;2246;35;1766;56;14;2331;42;693;21;15;1687;108;3128;44;44;99;77;0;225
EA150;<3468, 5, 958>;False;1;648;0;0;1;50;1858;14;1310;5;7;1926;14;592;80;47;4000;76;2016;73;19;52;52;66;3394
EA138;<3468, 5, 958>;False;201;793;280;-80;1;50;3264;41;2554;63;82;3868;24;100;41;18;2093;42;2714;61;54;30;5;79;1005
EA142;<3468, 5, 958>;False;91;631;120;-30;1;50;1619;32;1041;45;61;2165;31;2503;89;75;1381;38;1037;23;40;63;63;23;257
EA141;<3468, 5, 958>;True;123;419;120;-10;13;7.37;2088;72;2802;59;71;3177;19;1513;109;66;581;5;4000;5;78;93;85;82;394
EA129;<3468, 5, 958>;False;1;657;0;0;1;50;1565;37;1150;43;48;2018;39;3433;35;89;3080;71;2355;66;57;42;74;100;4000
EA131;<3468, 5, 958>;True;98;371;80;0;18;5.19;2494;60;2377;86;39;3034;18;2388;82;77;2843;89;2558;58;51;76;82;68;679
EA123;<3468, 5, 958>;False;61;683;80;-20;1;50;3089;78;1375;44;74;2574;45;480;67;46;284;69;3729;50;78;73;76;14;1597
EA117;<3468, 5, 958>;False;31;739;40;-10;1;50;1616;7;3792;12;34;1635;50;643;46;41;1999;35;1746;39;20;59;52;0;2534
EA110;<3468, 5, 958>;False;1;651;0;0;1;50;1652;62;334;68;27;2300;32;2333;78;71;3221;52;2722;77;86;82;31;27;1218
EA104;<3468, 5, 958>;False;181;879;260;-80;1;50;2381;61;2806;86;92;2948;24;1675;99;73;956;10;3807;23;61;94;88;93;221
EA102;<3468, 5, 958>;False;1;773;0;0;1;50;2422;50;3324;69;71;1835;12;1604;44;52;2058;105;3697;26;60;57;76;32;1096
EA98;<3468, 5, 958>;False;71;721;100;-30;1;50;2131;34;1511;60;12;2423;39;2003;14;48;2449;62;2920;72;70;80;5;16;1920
EA99;<3468, 5, 958>;False;1;660;0;0;1;50;2066;82;2293;64;23;1162;99;642;99;27;2763;78;2272;70;62;78;8;54;625
EA86;<3468, 5, 958>;False;161;741;200;-40;1;50;3735;5;3621;55;92;2601;26;1866;61;44;1851;54;2356;29;32;8;1;95;1182
EA82;<3468, 5, 958>;True;180;376;160;-10;30;3.14;1721;77;2245;78;82;3121;9;3360;14;41;3472;57;1387;62;59;14;39;20;276
EA55;<3468, 5, 958>;False;1;815;0;0;1;50;2103;89;2380;61;23;1510;86;842;98;36;2921;70;2215;61;63;85;41;63;578
EA50;<3468, 5, 958>;False;91;724;120;-30;1;50;1621;12;3426;42;51;3518;64;1765;55;64;3679;5;100;42;104;0;88;0;2104
EA20;<3468, 5, 958>;False;91;801;160;-70;1;50;3828;5;3749;56;99;2719;29;2117;75;41;1109;23;2056;43;30;19;20;31;738
EA22;<3468, 5, 958>;False;111;734;160;-50;1;50;1754;57;1684;57;76;2306;37;3162;20;72;3032;41;3229;74;79;93;42;10;888
EA0;<3468, 5, 958>;False;162;743;180;-50;32;2.94;2394;66;136;13;77;1730;83;2012;46;14;1241;24;3906;26;49;18;57;21;1050
EA195;<3468, 5, 958>;True;138;496;120;0;18;5.21;3018;67;1562;35;77;3558;21;1990;87;68;3024;77;2991;60;54;97;13;0;1255
EA194;<3468, 5, 958>;True;146;484;140;-10;16;6;1926;27;1379;86;40;3442;20;1926;96;78;2956;81;1715;78;57;94;78;56;691
EA135;<3468, 5, 958>;False;111;717;180;-70;1;50;2493;58;2783;102;98;2716;24;1607;98;71;587;5;4000;12;59;91;83;99;270
EA125;<3468, 5, 958>;True;234;869;240;-20;14;6.94;3783;5;3622;83;91;3822;27;226;41;21;2055;10;2631;80;14;27;0;82;1048
EA130;<3468, 5, 958>;False;1;654;0;0;1;50;2336;23;1564;48;9;2610;37;100;5;5;1584;45;2719;54;54;47;31;12;2202
EA122;<3468, 5, 958>;True;189;799;240;-60;9;10.03;2332;51;2253;64;45;3445;32;1363;72;88;3248;27;2494;56;51;100;2;100;813
EA121;<3468, 5, 958>;False;1;656;0;0;1;50;1220;18;2144;81;12;1270;5;1159;9;103;922;50;2250;55;42;58;39;38;1201
EA114;<3468, 5, 958>;False;1;687;0;0;1;50;2498;20;2283;55;67;3398;97;3110;12;59;1790;99;1949;75;84;61;36;16;1391
EA103;<3468, 5, 958>;False;1;684;0;0;1;50;1713;66;1577;33;33;1173;61;1456;42;20;1123;61;2924;47;68;71;50;31;1410
EA100;<3468, 5, 958>;False;101;708;140;-40;1;50;3783;5;3622;83;91;3822;27;226;41;21;2055;10;2631;80;14;27;0;82;1048
EA101;<3468, 5, 958>;False;51;667;100;-50;1;50;2849;81;1765;70;91;1656;18;2789;23;82;2841;38;2679;85;80;83;10;14;1095
EA97;<3468, 5, 958>;False;111;774;180;-70;1;50;2633;27;2233;62;33;3826;26;224;41;21;2116;5;2547;86;8;0;0;100;1367
EA91;<3468, 5, 958>;False;101;887;160;-60;1;50;554;98;148;72;48;3791;38;143;27;64;2231;67;2651;53;34;37;23;0;4000
EA85;<3468, 5, 958>;False;101;614;140;-40;1;50;1271;91;428;57;8;1912;25;1913;70;57;2070;72;2599;30;38;75;67;28;519
EA80;<3468, 5, 958>;False;1;789;0;0;1;50;686;92;329;68;46;2052;61;1371;30;20;734;5;3164;68;74;12;13;88;2713
EA75;<3468, 5, 958>;False;1;657;0;0;1;50;2484;6;1479;51;77;3954;34;2355;117;57;2108;74;2860;70;48;63;13;45;2466
EA68;<3468, 5, 958>;False;51;770;60;-10;1;50;3728;8;3795;56;86;1919;41;4000;16;99;4000;92;3516;102;94;96;0;0;2757
EA67;<3468, 5, 958>;False;1;650;0;0;1;50;2480;42;1614;48;38;2183;14;1013;78;53;4000;76;2431;82;5;65;44;75;2576
EA46;<3468, 5, 958>;False;171;749;200;-30;1;50;1708;67;415;69;22;2010;41;1723;64;63;476;51;2273;40;47;99;84;0;157
EA38;<3468, 5, 958>;False;181;872;300;-120;1;50;3321;23;3353;83;91;2969;24;1638;97;71;1256;10;3485;38;48;48;27;85;788
EA31;<3468, 5, 958>;False;231;1003;340;-110;1;50;1214;34;1803;74;16;2043;17;1282;32;75;557;52;2547;64;45;70;25;0;1346
EA21;<3468, 5, 958>;False;81;719;120;-40;1;50;2463;21;2065;55;14;2380;42;714;22;15;2158;68;2540;23;34;99;77;0;173
EA8;<3468, 5, 958>;False;141;910;240;-100;1;50;3113;78;1329;42;73;3773;28;314;48;39;896;62;3241;44;77;100;96;0;1539
EA19;<3468, 5, 958>;True;125;247;100;0;25;3.76;1167;94;323;77;18;3697;5;3973;5;44;3623;61;1457;68;59;21;39;64;830
EA198;<3468, 5, 958>;False;171;841;240;-70;1;50;1671;31;2686;9;45;3064;35;522;74;20;1432;22;3758;28;50;1;96;1;1442
EA199;<3468, 5, 958>;False;1;642;0;0;1;50;1675;40;851;84;27;3522;16;1880;99;78;1919;72;2252;66;57;89;33;29;1163
EA192;<3468, 5, 958>;False;111;631;180;-70;1;50;1372;5;554;111;14;2177;15;1649;55;58;2516;90;2688;65;62;22;90;3;3384
EA191;<3468, 5, 958>;False;1;669;0;0;1;50;3439;34;4000;88;16;4000;28;1205;138;88;2804;85;1663;64;56;34;30;79;1577
EA186;<3468, 5, 958>;False;121;672;180;-60;1;50;3969;5;3934;57;84;3101;26;1574;85;65;2414;11;2731;77;25;57;40;86;673
EA179;<3468, 5, 958>;False;121;653;200;-80;1;50;1776;71;2746;57;59;815;5;443;55;76;176;39;2798;66;48;85;78;0;1700
EA175;<3468, 5, 958>;False;131;724;160;-30;1;50;2076;75;1350;55;23;2906;44;1713;70;51;2288;68;1975;5;17;88;60;7;540
EA169;<3468, 5, 958>;False;91;703;120;-30;1;50;2791;66;1136;54;68;3538;29;1014;87;58;2944;83;2982;87;62;95;41;88;874
EA176;<3468, 5, 958>;True;122;468;120;-10;12;7.78;2348;44;2069;88;43;3076;18;2302;85;77;2334;76;1666;55;53;93;36;92;926
EA151;<3468, 5, 958>;False;231;1062;360;-130;1;50;2370;60;100;5;79;3360;62;2153;43;66;1284;15;4000;17;48;19;57;20;1061
EA162;<3468, 5, 958>;False;41;638;80;-40;1;50;3046;33;1785;42;84;3609;43;1111;41;41;1523;13;3574;36;37;15;78;0;1065
EA137;<3468, 5, 958>;False;1;712;0;0;1;50;2986;45;3524;65;86;100;5;298;51;58;2110;79;2958;44;50;0;100;0;4000
EA127;<3468, 5, 958>;False;1;755;0;0;1;50;1186;82;582;74;14;2125;46;771;48;66;2689;91;2507;53;46;80;55;44;980
EA126;<3468, 5, 958>;False;1;647;0;0;1;50;997;18;3163;30;19;3025;33;344;75;17;2602;47;2418;71;53;25;65;27;1391
EA118;<3468, 5, 958>;False;1;757;0;0;1;50;4000;5;4000;60;95;3826;24;109;41;19;2248;5;2888;75;29;36;20;10;3623
EA112;<3468, 5, 958>;False;171;873;260;-90;1;50;2101;30;2127;90;58;3508;22;1112;71;53;2418;71;2522;70;59;92;84;89;286
EA120;<3468, 5, 958>;True;143;303;100;0;43;2.21;3183;31;2795;69;49;2047;5;1284;5;79;100;32;2678;75;39;18;63;4;2639
EA66;<3468, 5, 958>;False;1;623;0;0;1;50;3458;91;3698;8;58;1250;59;1738;57;18;1873;34;3257;52;73;63;65;34;832
EA64;<3468, 5, 958>;False;1;704;0;0;1;50;2583;66;2356;102;16;2927;32;2654;55;64;1958;68;1967;63;55;49;39;73;2707
EA42;<3468, 5, 958>;False;91;767;140;-50;1;50;1589;5;4000;7;32;2907;38;437;76;30;2305;39;1562;44;25;49;45;5;2494
EA41;<3468, 5, 958>;False;81;687;140;-60;1;50;1076;33;3229;36;23;998;7;100;76;68;2536;12;2449;52;35;63;10;76;1217
EA17;<3468, 5, 958>;True;135;482;140;-20;15;6.39;3293;75;2796;96;89;3590;24;2841;79;66;2427;111;4000;25;61;77;50;78;588
EA183;<3468, 5, 958>;False;111;636;140;-30;1;50;3102;55;1996;56;56;2685;21;1125;39;85;116;34;2723;71;42;73;72;1;1776
EA184;<3468, 5, 958>;True;114;354;100;0;14;7.04;2546;55;3004;75;67;3226;23;2946;70;68;2498;100;3910;34;64;79;70;78;398
EA170;<3468, 5, 958>;False;51;654;100;-50;1;50;1725;16;1287;85;43;1967;35;2545;73;68;2633;41;2672;68;83;92;72;68;582
EA149;<3468, 5, 958>;False;1;750;0;0;1;50;2307;52;1059;32;63;2002;36;2666;66;69;2801;43;2515;73;87;37;61;32;911
EA152;<3468, 5, 958>;False;51;579;80;-30;1;50;3500;109;323;48;90;1734;19;2723;28;82;2699;36;2765;81;79;87;35;39;820
EA146;<3468, 5, 958>;False;1;669;0;0;1;50;2286;60;2632;74;64;3346;26;2347;60;67;2591;111;4000;27;74;64;53;50;1679
EA143;<3468, 5, 958>;False;1;691;0;0;1;50;3873;92;1545;68;97;2050;19;2330;71;52;960;46;2724;47;63;89;17;43;1464
EA140;<3468, 5, 958>;False;141;756;200;-60;1;50;3113;78;1329;42;73;3773;28;314;48;39;896;62;3241;44;77;100;96;0;1539
EA128;<3468, 5, 958>;False;1;663;0;0;1;50;1074;15;2307;83;18;3302;64;3810;10;60;2607;88;1917;88;46;72;37;73;672
EA116;<3468, 5, 958>;False;81;713;100;-20;1;50;498;124;498;64;108;3587;39;468;32;18;2255;26;2639;52;32;33;2;18;3573
EA95;<3468, 5, 958>;False;1;641;0;0;1;50;2435;20;3169;45;30;1728;82;2179;19;40;2393;76;1934;84;42;67;7;16;2540
EA60;<3468, 5, 958>;False;41;849;80;-40;1;50;2586;54;1568;63;48;2076;50;1350;59;64;100;32;1042;5;47;100;12;0;1697
EA56;<3468, 5, 958>;False;91;728;160;-70;1;50;554;98;148;72;48;3791;38;143;27;64;2231;67;2651;53;34;37;23;0;4000
EA58;<3468, 5, 958>;False;31;608;40;-10;1;50;1186;96;378;57;6;3881;48;1714;79;60;2299;67;2035;22;36;0;16;58;518
EA36;<3468, 5, 958>;False;1;656;0;0;1;50;3043;42;3380;81;26;3643;23;1833;94;71;2618;63;2019;68;46;44;25;89;2033
EA40;<3468, 5, 958>;True;185;407;160;0;25;3.81;1721;77;2245;78;82;3121;9;3360;14;41;3472;57;1387;62;59;14;39;20;276
EA32;<3468, 5, 958>;False;1;668;0;0;1;50;857;9;2460;40;39;498;19;3353;14;86;2230;31;2650;39;68;71;5;75;1515
EA27;<3468, 5, 958>;False;101;810;180;-80;1;50;2510;50;2490;70;46;3030;19;2395;81;78;2560;41;2656;51;62;98;23;100;1054
EA23;<3468, 5, 958>;False;1;718;0;0;1;50;1070;11;3212;27;21;2688;44;3349;35;37;2886;64;2057;72;61;61;42;50;2811
EA196;<3468, 5, 958>;False;81;697;120;-40;1;50;2018;76;1986;51;39;2818;43;1773;68;55;2270;64;2098;13;15;89;68;3;1953
EA189;<3468, 5, 958>;False;1;633;0;0;1;50;2551;72;956;56;52;3107;72;3118;26;49;877;78;2808;39;85;82;59;33;2124
